artist_id,artist_name,genres,artist_popularity,artist_followers,artist_profile,image,lg_image,md_image,sm_image
6nLM87NFy18fHOOprTtWuS,Steve Jervier,[],19,31,https://open.spotify.com/artist/6nLM87NFy18fHOOprTtWuS,,,,
08emtxxFRRK0vu6XE8nA74,GMAXX,['sky room'],13,18876,https://open.spotify.com/artist/08emtxxFRRK0vu6XE8nA74,https://i.scdn.co/image/ab6761610000e5eb5893f4a130f83a20b2aadf93,"(640, 640)","(320, 320)","(160, 160)"
6TlWqqdj65mppNUHZVkjaq,Victor Crone,"['melodipop', 'swedish pop']",39,16487,https://open.spotify.com/artist/6TlWqqdj65mppNUHZVkjaq,https://i.scdn.co/image/ab6761610000e5ebeb61812e20a46f78c81cb54b,"(640, 640)","(320, 320)","(160, 160)"
6NXk2pLFocS2OkNdT7ncBt,Trevor Guthrie,['canadian pop'],54,12401,https://open.spotify.com/artist/6NXk2pLFocS2OkNdT7ncBt,https://i.scdn.co/image/ab6761610000e5eb8247a440cfe4416f70005bf6,"(640, 640)","(320, 320)","(160, 160)"
2CUtFdDQvD373INQzC17SV,JonesyTheDon,[],0,103,https://open.spotify.com/artist/2CUtFdDQvD373INQzC17SV,,,,
1NUXnGPzPYyTiaEegkod3n,Chela Rivas,"['circuit', 'guaracha']",38,28799,https://open.spotify.com/artist/1NUXnGPzPYyTiaEegkod3n,https://i.scdn.co/image/ab6761610000e5ebaec714f8f07ce107ea4be083,"(640, 640)","(320, 320)","(160, 160)"
36wFIGOzilPz03RSfP5Rl7,FLORA,['musica alagoana'],13,1105,https://open.spotify.com/artist/36wFIGOzilPz03RSfP5Rl7,https://i.scdn.co/image/ab6761610000e5ebcd3a8c0089c33cbed4fc9ab0,"(640, 640)","(320, 320)","(160, 160)"
4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,['opm'],25,14003,https://open.spotify.com/artist/4qzcg58jZdJ9ujEI6Cs3Ad,https://i.scdn.co/image/ab6761610000e5eb5209e8db83410cf036271f00,"(640, 640)","(320, 320)","(160, 160)"
3s1e9rJP8eVzhj2ET7GGOi,NEAD,[],0,3,https://open.spotify.com/artist/3s1e9rJP8eVzhj2ET7GGOi,,,,
6A3TktZj6p8D0bmbcfZEKE,Kurd Maverick,['funky tech house'],37,9852,https://open.spotify.com/artist/6A3TktZj6p8D0bmbcfZEKE,https://i.scdn.co/image/ab6761610000e5ebc77ec12cc35ab0d88d7a6fc8,"(640, 640)","(320, 320)","(160, 160)"
4vpGVGgxSDcCTmqYbsOnsn,Amber Coffman,['art pop'],55,17752,https://open.spotify.com/artist/4vpGVGgxSDcCTmqYbsOnsn,https://i.scdn.co/image/7874553c74ad974d3f53ba779b089168a4681359,"(1000, 1000)","(640, 640)","(200, 200)"
7a94v6UTfTfuDmSXYNpiDr,Адвайта,"['russian dance', 'russian gangster rap']",25,15396,https://open.spotify.com/artist/7a94v6UTfTfuDmSXYNpiDr,https://i.scdn.co/image/ab6761610000e5ebd695cdf7b734479ccdc0455a,"(640, 640)","(320, 320)","(160, 160)"
6I6JCeqsXdcDUFOW7PEVzA,Gavin Santi,[],26,2302,https://open.spotify.com/artist/6I6JCeqsXdcDUFOW7PEVzA,https://i.scdn.co/image/ab6761610000e5ebc2f8787d8c6de2c3c278a279,"(640, 640)","(320, 320)","(160, 160)"
5FyRenJx8KqsgmAcCdbfhe,Teo Moss,[],6,399,https://open.spotify.com/artist/5FyRenJx8KqsgmAcCdbfhe,https://i.scdn.co/image/ab67616d0000b27374a7822ea02fbe367303505c,"(640, 640)","(300, 300)","(64, 64)"
2S7Rdg81ijGBww89t47xCL,Main Circus,[],5,787,https://open.spotify.com/artist/2S7Rdg81ijGBww89t47xCL,https://i.scdn.co/image/ab6761610000e5eb8d16b642c49835572b523cd4,"(640, 640)","(320, 320)","(160, 160)"
25DfDEbHsAdugdk3DhhCh9,Vgm,[],0,182,https://open.spotify.com/artist/25DfDEbHsAdugdk3DhhCh9,https://i.scdn.co/image/ab6761610000e5ebbfb0f0d7c595e274914cbfb7,"(640, 640)","(320, 320)","(160, 160)"
4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,"['dutch house', 'dutch pop']",59,231363,https://open.spotify.com/artist/4LcUpNlXFEleaLlelmkv2R,https://i.scdn.co/image/ab6761610000e5eb631d71bf6442253811c1400d,"(640, 640)","(320, 320)","(160, 160)"
7wVWA9OXTAx4SYogqnMTiK,Joe Zangie,"['deep freestyle', 'freestyle']",7,2774,https://open.spotify.com/artist/7wVWA9OXTAx4SYogqnMTiK,https://i.scdn.co/image/ab6761610000e5eb581097cf1c581d903dfe6bab,"(640, 640)","(320, 320)","(160, 160)"
1ytHo44bNtIESiArfclJPe,Hayley Gene Penner,['canadian singer-songwriter'],15,4780,https://open.spotify.com/artist/1ytHo44bNtIESiArfclJPe,https://i.scdn.co/image/ab6761610000e5eba0ac7b07dbbe1432f38eee93,"(640, 640)","(320, 320)","(160, 160)"
23aPUZaR8bESXN4UD3T2Sx,香取慎吾,[],28,24984,https://open.spotify.com/artist/23aPUZaR8bESXN4UD3T2Sx,https://i.scdn.co/image/ab6761610000e5ebb08fef18649cc4c3b2396258,"(640, 640)","(320, 320)","(160, 160)"
75nTeY3By01qzQC0F73QQl,Elissa,['deep freestyle'],10,594,https://open.spotify.com/artist/75nTeY3By01qzQC0F73QQl,https://i.scdn.co/image/ab67616d0000b273f6c81d1560d0dafeff119412,"(640, 640)","(300, 300)","(64, 64)"
4R2DybM5OIPMBklyGe0ZKS,Particle House,[],36,11407,https://open.spotify.com/artist/4R2DybM5OIPMBklyGe0ZKS,https://i.scdn.co/image/ab6761610000e5ebe7e6f0defa2f5efb040983eb,"(640, 640)","(320, 320)","(160, 160)"
4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,"['alternative metal', 'pop rock', 'post-grunge']",48,435197,https://open.spotify.com/artist/4Eqd24yS5YcxI8b6Xfuwr8,https://i.scdn.co/image/ab6761610000e5ebaac60f5863d2df0b1425955a,"(640, 640)","(320, 320)","(160, 160)"
3ZwBKTAsTRTZZlufHsCEgW,Skogsrå,[],16,7368,https://open.spotify.com/artist/3ZwBKTAsTRTZZlufHsCEgW,https://i.scdn.co/image/ab6761610000e5eb56f5103e424099c650b0b3f8,"(640, 640)","(320, 320)","(160, 160)"
0loD3sGr2kqXlgey0GwGP1,Kyzer,[],0,40,https://open.spotify.com/artist/0loD3sGr2kqXlgey0GwGP1,https://i.scdn.co/image/ab6761610000e5ebf2520048dab0a2d3e13992ae,"(640, 640)","(320, 320)","(160, 160)"
7o1RnLhpTffmSY3znC9WJ1,Mark Cast,['mexican edm'],20,3133,https://open.spotify.com/artist/7o1RnLhpTffmSY3znC9WJ1,https://i.scdn.co/image/ab6761610000e5ebf3675a2f7b19e4f4c4253efb,"(640, 640)","(320, 320)","(160, 160)"
2z9DWWfNONyl2nyy1GNSi0,Latmun,"['tech house', 'uk tech house']",24,29751,https://open.spotify.com/artist/2z9DWWfNONyl2nyy1GNSi0,https://i.scdn.co/image/ab6761610000e5ebf211962677525aa367192e11,"(640, 640)","(320, 320)","(160, 160)"
1NHbYMke9B72UlF8fBMYuu,"Danny ""Butch"" Means",[],10,198,https://open.spotify.com/artist/1NHbYMke9B72UlF8fBMYuu,,,,
0wnYgCeP013HkKoOyC5V32,Allie X,"['alt z', 'canadian electropop', 'canadian pop', 'dark pop', 'electropop', 'metropopolis']",51,854927,https://open.spotify.com/artist/0wnYgCeP013HkKoOyC5V32,https://i.scdn.co/image/ab6761610000e5eb1da144ef9f8d38233c143242,"(640, 640)","(320, 320)","(160, 160)"
3nqQeOUvDPTu4vtYtPfBjX,Irfane,[],49,5453,https://open.spotify.com/artist/3nqQeOUvDPTu4vtYtPfBjX,https://i.scdn.co/image/ab6761610000e5eb563c403c4e839cc8606f7ed2,"(640, 640)","(320, 320)","(160, 160)"
6tQIsqw6DrDfdoPwOrOD6k,Eric Krasno,['jam band'],37,20157,https://open.spotify.com/artist/6tQIsqw6DrDfdoPwOrOD6k,https://i.scdn.co/image/ab6761610000e5eb464b675c09cbd6080d9f005f,"(640, 640)","(320, 320)","(160, 160)"
4FgEdko7AZQos5YRsfGtXE,Baker,[],8,1230,https://open.spotify.com/artist/4FgEdko7AZQos5YRsfGtXE,https://i.scdn.co/image/ab67616d0000b273db78a204ec0ff1470f591b71,"(640, 640)","(300, 300)","(64, 64)"
27ERI8hVciwqhL2mYZMaqu,Crackaveli,['german underground rap'],24,8652,https://open.spotify.com/artist/27ERI8hVciwqhL2mYZMaqu,https://i.scdn.co/image/ab6761610000e5eb5c83b7a94704d618f311e7e7,"(640, 640)","(320, 320)","(160, 160)"
0IQroZPfZydynCiCsINt5l,Europe,[],25,1618,https://open.spotify.com/artist/0IQroZPfZydynCiCsINt5l,https://i.scdn.co/image/ab67616d0000b273423657379e805dd15b8a7004,"(640, 640)","(300, 300)","(64, 64)"
00OLN5o0Ba1W6KkjRi5jWd,Dwin,"['lithuanian edm', 'lithuanian electronic']",46,30661,https://open.spotify.com/artist/00OLN5o0Ba1W6KkjRi5jWd,https://i.scdn.co/image/ab6761610000e5ebbb202a6a2571fbcb7befafe4,"(640, 640)","(320, 320)","(160, 160)"
5ohA6EGbNVotSDuR07EGdS,שריף,['mizrahi'],23,10129,https://open.spotify.com/artist/5ohA6EGbNVotSDuR07EGdS,https://i.scdn.co/image/ab6761610000e5eb4a7cf1492f83f611a52ae31e,"(640, 640)","(320, 320)","(160, 160)"
3J0BpFVUc9LeOIVeN5uNhU,Lauren Jauregui,['r&b'],49,1277468,https://open.spotify.com/artist/3J0BpFVUc9LeOIVeN5uNhU,https://i.scdn.co/image/ab6761610000e5ebd5784ddbd71d5b8ed27fe4d7,"(640, 640)","(320, 320)","(160, 160)"
0jixbi9GWL8XeSnc0qwIHb,Modern Machines,[],20,6176,https://open.spotify.com/artist/0jixbi9GWL8XeSnc0qwIHb,https://i.scdn.co/image/ab6761610000e5ebcc838e9ca2ba967efa3cfbb3,"(640, 640)","(320, 320)","(160, 160)"
1tCaVerFstPJotxmXX6lFL,Jayceeoh,"['bass trap', 'electronic trap']",33,22954,https://open.spotify.com/artist/1tCaVerFstPJotxmXX6lFL,https://i.scdn.co/image/ab6761610000e5eb0374ca9f0678f56c134a3942,"(640, 640)","(320, 320)","(160, 160)"
4QDXiDOwAxmzwZOaqP2ePc,Ben Remember,['uk tech house'],18,5873,https://open.spotify.com/artist/4QDXiDOwAxmzwZOaqP2ePc,https://i.scdn.co/image/ab6761610000e5ebae0456a49104535487146f4d,"(640, 640)","(320, 320)","(160, 160)"
7cebmXLpLp4Rk2eFI00ppV,Mastermind,"['manchester hip hop', 'uk hip hop', 'uk melodic rap']",36,36948,https://open.spotify.com/artist/7cebmXLpLp4Rk2eFI00ppV,https://i.scdn.co/image/ab6761610000e5eba0fe224c3b0c991d2fa5fb9b,"(640, 640)","(320, 320)","(160, 160)"
7Bp4xXabhvbSB51SK3LJim,Carl Anderson,[],36,5970,https://open.spotify.com/artist/7Bp4xXabhvbSB51SK3LJim,https://i.scdn.co/image/0d18f25f978ac06430962653f96c3119c80fd33f,"(1000, 1000)","(640, 640)","(200, 200)"
5vQfv3s2Z2SRdPZKr82ABw,Dzeko,['canadian electronic'],55,70094,https://open.spotify.com/artist/5vQfv3s2Z2SRdPZKr82ABw,https://i.scdn.co/image/ab6761610000e5eb42ccd4b622194ed8e8194b23,"(640, 640)","(320, 320)","(160, 160)"
1q7m1DacLfRgt38Wdin4yH,Zebra,"['glam metal', 'proto-metal']",26,54578,https://open.spotify.com/artist/1q7m1DacLfRgt38Wdin4yH,https://i.scdn.co/image/ab6772690000c46cd8a33cd5855b60ca70a13664,"(1000, 1000)","(640, 640)","(200, 200)"
5y2Xq6xcjJb2jVM54GHK3t,John Legend,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",72,6711125,https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t,https://i.scdn.co/image/ab6761610000e5eb01784e44ffd1a339350f4417,"(640, 640)","(320, 320)","(160, 160)"
3NKVzt0B3SBDZiycsx7qwH,Thyse,[],23,838,https://open.spotify.com/artist/3NKVzt0B3SBDZiycsx7qwH,https://i.scdn.co/image/ab6761610000e5eb4d61272b43d05bea3d6c97db,"(640, 640)","(320, 320)","(160, 160)"
1CLLPNftraxuTDyTd6hn3J,SunSquabi,"['jam band', 'jamtronica', 'livetronica']",33,59958,https://open.spotify.com/artist/1CLLPNftraxuTDyTd6hn3J,https://i.scdn.co/image/ab6761610000e5eb69147f7d981462a8b48714a0,"(640, 640)","(320, 320)","(160, 160)"
2n2RSaZqBuUUukhbLlpnE6,Sleep Token,['prog metal'],71,1160631,https://open.spotify.com/artist/2n2RSaZqBuUUukhbLlpnE6,https://i.scdn.co/image/ab6761610000e5ebdbc568c9d871256b9a3e34a1,"(640, 640)","(320, 320)","(160, 160)"
7iJrDbKM5fEkGdm5kpjFzS,Sensato,"['dembow', 'rap dominicano']",49,48076,https://open.spotify.com/artist/7iJrDbKM5fEkGdm5kpjFzS,https://i.scdn.co/image/ab6761610000e5eb7ee588d361ea3e897d6522fc,"(640, 640)","(320, 320)","(160, 160)"
6c0mTNAxJxlp9HpKTUZwA8,ALMA,[],51,226140,https://open.spotify.com/artist/6c0mTNAxJxlp9HpKTUZwA8,https://i.scdn.co/image/ab6761610000e5ebfc3b39c7d5ed84d8d79366c4,"(640, 640)","(320, 320)","(160, 160)"
2GH5uRMxmuAWn90B8DEZU3,Pham,['bass trap'],42,61872,https://open.spotify.com/artist/2GH5uRMxmuAWn90B8DEZU3,https://i.scdn.co/image/ab6761610000e5ebc15033e3b63aed9498b75ce8,"(640, 640)","(320, 320)","(160, 160)"
6M6XXCcO5gI68XpIlrUL3Z,Young T & Bugsey,"['afroswing', 'grime', 'nottingham hip hop', 'uk hip hop']",52,365080,https://open.spotify.com/artist/6M6XXCcO5gI68XpIlrUL3Z,https://i.scdn.co/image/ab6761610000e5ebff57efccb4baf63452347ff9,"(640, 640)","(320, 320)","(160, 160)"
5b0j3TTNSKCByBq4rHYKvG,Promoting Sounds,"['aesthetic rap', 'lo-fi chill', 'sad lo-fi']",55,157105,https://open.spotify.com/artist/5b0j3TTNSKCByBq4rHYKvG,https://i.scdn.co/image/ab6761610000e5eb544bed696fb54f93c0f2ca83,"(640, 640)","(320, 320)","(160, 160)"
4bJh7sMPcVRiqe5jlnsWQV,DELLAFUENTE,"['flamenco urbano', 'urbano espanol']",67,946414,https://open.spotify.com/artist/4bJh7sMPcVRiqe5jlnsWQV,https://i.scdn.co/image/ab6761610000e5eb8bbfd0d545ef15b909ffe49e,"(640, 640)","(320, 320)","(160, 160)"
0un6YenPxWZ2VW4aFGMupM,Floetry,"['british soul', 'contemporary r&b', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",44,726361,https://open.spotify.com/artist/0un6YenPxWZ2VW4aFGMupM,https://i.scdn.co/image/b5c91aa847395f85fc88af0b443671abf36be929,"(1000, 1000)","(640, 640)","(200, 200)"
7jZOsqPvfhZkjWuyO2a0L2,Rockin’ Dolphins,[],0,1,https://open.spotify.com/artist/7jZOsqPvfhZkjWuyO2a0L2,,,,
2LuHL7im4aCEmfOlD4rxBC,Grace Carter,"['uk contemporary r&b', 'uk pop']",44,220061,https://open.spotify.com/artist/2LuHL7im4aCEmfOlD4rxBC,https://i.scdn.co/image/ab6761610000e5ebeb45e3bd621f854e7669ba3d,"(640, 640)","(320, 320)","(160, 160)"
5LDKHvhnF8iEJRk7nVw4Yv,Matthew Miller,[],0,93,https://open.spotify.com/artist/5LDKHvhnF8iEJRk7nVw4Yv,https://i.scdn.co/image/ab6761610000e5ebba14627886ecc9f3b5de81e1,"(640, 640)","(320, 320)","(160, 160)"
6vCAhgYcKSL1curqoT6eNu,1takejay,"['cali rap', 'westcoast flow']",47,115386,https://open.spotify.com/artist/6vCAhgYcKSL1curqoT6eNu,https://i.scdn.co/image/ab6761610000e5ebd8fdda06ccb663fae0ae7ebf,"(640, 640)","(320, 320)","(160, 160)"
7sMcWECQxLm7EoKdRlSCAn,The Bones of J.R. Jones,"['modern blues rock', 'new americana']",48,78300,https://open.spotify.com/artist/7sMcWECQxLm7EoKdRlSCAn,https://i.scdn.co/image/ab6761610000e5eb2c9bb36af62f7f4a274096fe,"(640, 640)","(320, 320)","(160, 160)"
54R6Y0I7jGUCveDTtI21nb,Boney M.,['europop'],67,1959926,https://open.spotify.com/artist/54R6Y0I7jGUCveDTtI21nb,https://i.scdn.co/image/94f8fa49e6ac6748393ff020567c9b95c7f48c18,"(707, 1000)","(452, 639)","(141, 199)"
3dA4z26BqCdMWynoHMK5l8,RBBTS,[],30,1349,https://open.spotify.com/artist/3dA4z26BqCdMWynoHMK5l8,https://i.scdn.co/image/ab6761610000e5eb32a096d9bea428c7b58e88bb,"(640, 640)","(320, 320)","(160, 160)"
5pnbUBPifNnlusY8kTBivi,Jadakiss,"['battle rap', 'east coast hip hop', 'trap']",60,1180831,https://open.spotify.com/artist/5pnbUBPifNnlusY8kTBivi,https://i.scdn.co/image/ab6761610000e5ebd8dba5c02f8c75eb280dd70e,"(640, 640)","(320, 320)","(160, 160)"
42jieaEZ4aBbVpodj6sSJd,Vhsceral,['chillhop'],23,3263,https://open.spotify.com/artist/42jieaEZ4aBbVpodj6sSJd,https://i.scdn.co/image/ab6761610000e5ebda97df01c6c3ee772e561752,"(640, 640)","(320, 320)","(160, 160)"
3ECsaSd1fom8coUUkkFzqt,Jeon,['ritmo kombina'],44,20684,https://open.spotify.com/artist/3ECsaSd1fom8coUUkkFzqt,https://i.scdn.co/image/ab6761610000e5ebf3f1068c4e9ec9d3d2f6193a,"(640, 640)","(320, 320)","(160, 160)"
7pZhetMkvyM854TzO9YyFd,YSA,[],11,375,https://open.spotify.com/artist/7pZhetMkvyM854TzO9YyFd,https://i.scdn.co/image/ab6761610000e5eb3b20e93ad0ef60f9e3bdbe67,"(640, 640)","(320, 320)","(160, 160)"
4IjHltwoSKbUeZLPeULyDe,Nahuel Pennisi,"['concurso de talentos argentino', 'folklore argentino']",51,112548,https://open.spotify.com/artist/4IjHltwoSKbUeZLPeULyDe,https://i.scdn.co/image/ab6761610000e5eb0fd6391463e01bf7b437496d,"(640, 640)","(320, 320)","(160, 160)"
1JZpCeGFkcB3EJi3Dejxlp,Cruz,[],18,3460,https://open.spotify.com/artist/1JZpCeGFkcB3EJi3Dejxlp,https://i.scdn.co/image/ab6761610000e5ebb9f8826a36d69ecdef88d53f,"(640, 640)","(320, 320)","(160, 160)"
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",76,13846728,https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8,"(640, 640)","(320, 320)","(160, 160)"
2TV6OGSsDnoV2EpybXrNZ1,INVŌKER,['acid techno'],12,4790,https://open.spotify.com/artist/2TV6OGSsDnoV2EpybXrNZ1,https://i.scdn.co/image/ab6761610000e5eb1082b0e486b85615f48d246b,"(640, 640)","(320, 320)","(160, 160)"
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",78,10941198,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,https://i.scdn.co/image/ab6761610000e5eb2cdddc4dd42f7403f0d7bb9c,"(640, 640)","(320, 320)","(160, 160)"
48kJefJWRoWhRyoZ6GWwlc,Burrito Brown,['lo-fi jazzhop'],25,4144,https://open.spotify.com/artist/48kJefJWRoWhRyoZ6GWwlc,https://i.scdn.co/image/ab6761610000e5eba45070b5987ca5bb212f52c1,"(640, 640)","(320, 320)","(160, 160)"
2kg5UE6FjFJbfgmJbnpNqp,Cali Cartier,['hyperpop'],25,4429,https://open.spotify.com/artist/2kg5UE6FjFJbfgmJbnpNqp,https://i.scdn.co/image/ab6761610000e5ebd0069229b1920549cd959644,"(640, 640)","(320, 320)","(160, 160)"
7eXqhrSHwlw1M7A3kbCMCy,Today,[],0,53,https://open.spotify.com/artist/7eXqhrSHwlw1M7A3kbCMCy,,,,
1gFvHTW6FSJiw4FQ355I4K,Bluedoom,['lo-fi beats'],25,3415,https://open.spotify.com/artist/1gFvHTW6FSJiw4FQ355I4K,https://i.scdn.co/image/ab6761610000e5eb111ab394e9845de5a2d1f451,"(640, 640)","(320, 320)","(160, 160)"
1sWWXO9dckUfAgKYJLZ8Nc,Barnes Blvd.,['lo-fi beats'],41,30328,https://open.spotify.com/artist/1sWWXO9dckUfAgKYJLZ8Nc,https://i.scdn.co/image/ab67616d0000b2735f19050327c81b2cdb5f38a9,"(640, 640)","(300, 300)","(64, 64)"
6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana,"['gangster rap', 'harlem hip hop', 'hip pop', 'nyc rap', 'pop rap', 'trap']",59,828201,https://open.spotify.com/artist/6Uh8uJyN9g7oFjDK16nJgb,https://i.scdn.co/image/3181f9da53d969400dc55574f2b227dc461d2e12,"(1000, 1000)","(640, 640)","(200, 200)"
41JGfsOGBnxIEeGJ9LPKaM,Irazu,[],0,378,https://open.spotify.com/artist/41JGfsOGBnxIEeGJ9LPKaM,https://i.scdn.co/image/ab6761610000e5ebafdfcabefcfc9ff91deaab56,"(640, 640)","(320, 320)","(160, 160)"
60Uxk1Uexsg2zd3ebZxdQ2,423kidk,[],4,10633,https://open.spotify.com/artist/60Uxk1Uexsg2zd3ebZxdQ2,https://i.scdn.co/image/ab6761610000e5eb93b4ea5e80c32b8c5b53ea0c,"(640, 640)","(320, 320)","(160, 160)"
4O2YL4ygn6eTBC0w1hyWUM,Melanie Fiona,"['canadian pop', 'contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",44,858989,https://open.spotify.com/artist/4O2YL4ygn6eTBC0w1hyWUM,https://i.scdn.co/image/ab6761610000e5eb01a526d6cfefd468f616d84b,"(640, 640)","(320, 320)","(160, 160)"
4YLQaW1UU3mrVetC8gNkg5,3LAU,"['edm', 'electro house', 'mashup', 'pop dance', 'progressive electro house', 'progressive house']",48,334270,https://open.spotify.com/artist/4YLQaW1UU3mrVetC8gNkg5,https://i.scdn.co/image/ab6761610000e5eb8c06e7f2a6ecf4e58bccc256,"(640, 640)","(320, 320)","(160, 160)"
7mXfsy3lF4kU0f2KTNKSr8,Corina Smith,"['pop reggaeton', 'pop venezolano', 'trap latino', 'urbano latino']",54,226609,https://open.spotify.com/artist/7mXfsy3lF4kU0f2KTNKSr8,https://i.scdn.co/image/ab6761610000e5eb286e66dd0c51be107d9397c3,"(640, 640)","(320, 320)","(160, 160)"
4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,"['british soul', 'talent show', 'uk pop']",63,1236108,https://open.spotify.com/artist/4fwuXg6XQHfdlOdmw36OHa,https://i.scdn.co/image/ab6761610000e5eb7265a79cf26c2e4b3fed8d66,"(640, 640)","(320, 320)","(160, 160)"
2nuKjZLgc7II6FO4Rxjt5e,Blonde,"['house', 'uk dance']",44,121557,https://open.spotify.com/artist/2nuKjZLgc7II6FO4Rxjt5e,https://i.scdn.co/image/ab6761610000e5ebd1887bd2fc7c38512bf70d3b,"(640, 640)","(320, 320)","(160, 160)"
7A8S43ryYdbWpJKeHRZRcq,JACKBOYS,['pop rap'],61,713053,https://open.spotify.com/artist/7A8S43ryYdbWpJKeHRZRcq,https://i.scdn.co/image/ab6761610000e5eb440b705481183f0ddaa521d7,"(640, 640)","(320, 320)","(160, 160)"
0xbUnfgQVKr7lp9Pna3M2K,Molars,[],2,1039,https://open.spotify.com/artist/0xbUnfgQVKr7lp9Pna3M2K,https://i.scdn.co/image/ab6761610000e5eb8589b79c5e1b256b2c31a79a,"(640, 640)","(320, 320)","(160, 160)"
0GDGlBEVKIishPVmrI8xkX,Annika Grace,[],0,527,https://open.spotify.com/artist/0GDGlBEVKIishPVmrI8xkX,https://i.scdn.co/image/ab6761610000e5ebd940b8c4d61df3c499747a7b,"(640, 640)","(320, 320)","(160, 160)"
3mndTMiP2EOug7cIjq177j,Conejo,"['chicano rap', 'latin hip hop']",35,90027,https://open.spotify.com/artist/3mndTMiP2EOug7cIjq177j,https://i.scdn.co/image/ab6761610000e5eb8f74767e290b5e500d34e3dc,"(640, 640)","(320, 320)","(160, 160)"
3Ptyea6E1lJgg6W64f0OQa,Yxng Le,"['dutch hip hop', 'dutch rap pop']",47,18583,https://open.spotify.com/artist/3Ptyea6E1lJgg6W64f0OQa,https://i.scdn.co/image/ab6761610000e5eb6f0bc5346aba7e51d313c967,"(640, 640)","(320, 320)","(160, 160)"
6jPriOYMyUL9kNonBI1CNd,Faustix,"['dakke dak', 'danish pop']",47,39053,https://open.spotify.com/artist/6jPriOYMyUL9kNonBI1CNd,https://i.scdn.co/image/ab6761610000e5eb1500d1018a2f1c3ce225ebf1,"(640, 640)","(320, 320)","(160, 160)"
0NbfKEOTQCcwd6o7wSDOHI,The Game,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,4770976,https://open.spotify.com/artist/0NbfKEOTQCcwd6o7wSDOHI,https://i.scdn.co/image/ab6761610000e5eba657aa5506945d264e147244,"(640, 640)","(320, 320)","(160, 160)"
3bhckpkRmz8mqONUceSutp,Gerald Albright,"['jazz saxophone', 'smooth jazz', 'smooth saxophone']",42,146091,https://open.spotify.com/artist/3bhckpkRmz8mqONUceSutp,https://i.scdn.co/image/3b00cad4aa6234a1e01dcaa39b1de3b9529cf181,"(712, 1000)","(456, 640)","(142, 199)"
2iKfppgaY3Er8HpZWh4rBt,Not Famous,['east anglia indie'],14,498,https://open.spotify.com/artist/2iKfppgaY3Er8HpZWh4rBt,https://i.scdn.co/image/ab6761610000e5eb22f8b2f9a01d94f80df540ff,"(640, 640)","(320, 320)","(160, 160)"
7xZX46EPiYL9qfO6cb0sVI,Tom Liljegren,[],31,11,https://open.spotify.com/artist/7xZX46EPiYL9qfO6cb0sVI,,,,
6kkn3bszWusEDKbVdAGgc0,Valerie Anne,['cedm'],13,5171,https://open.spotify.com/artist/6kkn3bszWusEDKbVdAGgc0,https://i.scdn.co/image/ab6761610000e5eb2024dad29a02b6eb534ca71f,"(640, 640)","(320, 320)","(160, 160)"
7Bo6vpAmmhylCRWoHSBkcZ,Steff da Campo,"['dutch house', 'electro house', 'pop edm']",44,27331,https://open.spotify.com/artist/7Bo6vpAmmhylCRWoHSBkcZ,https://i.scdn.co/image/ab6761610000e5eb104666a47f36d7cefe9bbeef,"(640, 640)","(320, 320)","(160, 160)"
21jJgmn55x4tPiuHtZhFnt,Banana Club,[],8,3704,https://open.spotify.com/artist/21jJgmn55x4tPiuHtZhFnt,https://i.scdn.co/image/ab6761610000e5ebe5059d0cd65fc9b6ef7f2150,"(640, 640)","(320, 320)","(160, 160)"
7lZauDnRoAC3kmaYae2opv,Dabin,"['canadian electronic', 'melodic dubstep', 'pop edm']",55,175077,https://open.spotify.com/artist/7lZauDnRoAC3kmaYae2opv,https://i.scdn.co/image/ab6761610000e5ebf7ef0932483c22930c1990eb,"(640, 640)","(320, 320)","(160, 160)"
5OtKmdYx2SsAzr6RjrwAip,Ventura Profana,['pop lgbtq+ brasileira'],19,9913,https://open.spotify.com/artist/5OtKmdYx2SsAzr6RjrwAip,https://i.scdn.co/image/ab6761610000e5eb88ac4b03c82bb7e5625c00b4,"(640, 640)","(320, 320)","(160, 160)"
